,away_FT_goals,away_atk,away_corners,away_def,away_formation,away_fouls,away_gk,away_mid,away_red,away_shots,away_shots_target,away_team,away_yellow,date,home_FT_goals,home_atk,home_corners,home_def,home_formation,home_fouls,home_gk,home_mid,home_red,home_shots,home_shots_target,home_team,home_yellow,B365A,B365H,B365D
315,0,,6,,,6,,,0,7,3,Hearts,2,2011-11-18,1,,4,,,11,,,0,4,1,Dundee United,4,,,
316,0,,4,,,11,,,0,6,2,Dunfermline,0,2011-11-22,2,,2,,,10,,,0,16,7,Celtic,1,,,
317,0,,6,,,7,,,0,4,0,St Mirren,1,2011-11-25,2,,6,,,9,,,0,14,10,Celtic,2,,,
318,1,,12,,,15,,,0,10,3,Aberdeen,3,2011-11-25,0,,4,,,9,,,0,6,5,Dunfermline,3,,,
319,0,,3,,,10,,,0,7,2,Inverness C,1,2011-11-25,0,,5,,,9,,,0,14,12,Hearts,2,,,
320,0,,8,,,6,,,0,9,7,Dundee United,0,2011-11-25,0,,5,,,11,,,0,5,4,Motherwell,1,,,
321,1,,1,,,7,,,0,7,2,Hibernian,1,2011-11-25,2,,4,,,9,,,0,10,4,St Johnstone,0,,,
322,0,,4,,,9,,,0,10,6,Rangers,1,2011-11-26,0,,7,,,15,,,0,8,6,Kilmarnock,1,,,
323,1,,7,,,6,,,0,12,5,Inverness C,2,2011-12-02,1,,8,,,10,,,0,8,4,St Mirren,0,,,
324,1,,2,,,6,,,0,7,2,Dunfermline,1,2011-12-02,2,,9,,,1,,,0,18,7,Rangers,1,,,
325,0,,7,,,13,,,0,3,2,Aberdeen,2,2011-12-02,1,,3,,,8,,,0,3,3,Kilmarnock,1,,,
326,1,,5,,,14,,,0,4,1,St Johnstone,2,2011-12-02,0,,9,,,12,,,0,7,4,Hearts,1,,,
327,1,,6,,,8,,,0,12,4,Celtic,0,2011-12-03,0,,2,,,7,,,0,4,1,Dundee United,2,,,
328,1,,3,,,11,,,0,8,4,St Mirren,2,2011-12-09,2,,2,,,15,,,1,8,3,Aberdeen,4,,,
329,0,,6,,,14,,,0,4,1,Hearts,3,2011-12-09,0,,7,,,9,,,0,8,5,Celtic,0,,,
330,0,,4,,,8,,,0,4,2,Rangers,3,2011-12-09,0,,4,,,13,,,0,8,4,Hibernian,1,,,
331,0,,10,,,14,,,0,4,2,Dundee United,2,2011-12-09,1,,4,,,17,,,1,7,4,Inverness C,2,,,
332,2,,3,,,13,,,0,7,4,Motherwell,1,2011-12-09,0,,5,,,8,,,0,10,1,St Johnstone,1,,,
333,1,,4,,,11,,,1,7,4,Aberdeen,2,2011-12-12,0,,8,,,5,,,0,12,8,St Johnstone,0,,,
334,0,,11,,,7,,,0,19,7,Dundee United,0,2011-12-16,0,,1,,,7,,,0,9,4,Kilmarnock,0,,,
335,0,,6,,,16,,,0,8,2,Dunfermline,4,2011-12-16,2,,7,,,6,,,0,16,8,Hearts,2,,,
336,0,,4,,,16,,,0,11,5,Inverness C,2,2011-12-16,0,,9,,,13,,,0,15,8,Rangers,3,,,
337,0,,7,,,5,,,0,16,10,St Mirren,2,2011-12-16,0,,11,,,18,,,0,11,8,Motherwell,5,,,
338,0,,7,,,14,,,0,13,9,Hibernian,3,2011-12-16,0,,2,,,14,,,1,3,1,Aberdeen,1,,,
339,0,,6,,,6,,,0,18,11,Celtic,1,2011-12-17,0,,3,,,13,,,0,4,3,St Johnstone,3,,,
340,1,,6,,,4,,,0,4,3,Hibernian,4,2011-12-23,0,,8,,,5,,,0,7,4,Dundee United,1,,,
341,0,,2,,,14,,,0,5,2,Kilmarnock,2,2011-12-23,1,,8,,,12,,,0,10,4,Celtic,1,,,
342,0,,4,,,17,,,0,5,2,Aberdeen,1,2011-12-23,0,,5,,,11,,,0,11,5,Inverness C,2,,,
343,1,,6,,,9,,,0,10,5,St Johnstone,0,2011-12-23,0,,2,,,8,,,0,1,0,Dunfermline,0,,,
344,0,,2,,,15,,,0,3,1,Motherwell,2,2011-12-23,2,,6,,,5,,,0,18,9,Hearts,0,,,
345,1,,2,,,11,,,2,6,1,Rangers,4,2011-12-23,2,,4,,,9,,,0,9,5,St Mirren,2,,,
346,0,,3,,,6,,,0,3,2,Hearts,0,2011-12-27,0,,2,,,10,,,0,6,1,Aberdeen,1,,,
347,0,,4,,,22,,,0,6,2,Rangers,3,2011-12-27,0,,7,,,11,,,0,14,9,Celtic,1,,,
348,1,,5,,,13,,,0,8,3,Inverness C,2,2011-12-27,1,,4,,,11,,,0,5,2,Hibernian,3,,,
349,0,,11,,,8,,,0,13,6,Kilmarnock,1,2011-12-27,2,,6,,,14,,,0,12,8,St Johnstone,1,,,
350,2,,9,,,12,,,0,12,9,Dundee United,1,2011-12-27,2,,10,,,7,,,0,13,7,St Mirren,0,,,
351,1,,4,,,11,,,0,10,4,St Mirren,0,2012-01-01,1,,4,,,10,,,0,8,4,Kilmarnock,1,,,
352,0,,2,,,7,,,0,14,8,Hearts,1,2012-01-01,0,,2,,,17,,,0,7,2,Hibernian,4,,,
353,0,,2,,,14,,,0,4,2,Motherwell,1,2012-01-01,1,,11,,,11,,,0,14,10,Rangers,2,,,
354,0,,1,,,14,,,0,7,4,Aberdeen,0,2012-01-01,1,,10,,,10,,,0,12,9,Dundee United,1,,,
355,2,,6,,,4,,,0,8,3,Celtic,1,2012-01-01,0,,1,,,10,,,0,3,0,Dunfermline,2,,,
356,0,,6,,,11,,,0,10,5,Inverness C,0,2012-01-13,0,,8,,,6,,,0,9,2,Motherwell,0,,,
357,2,,8,,,14,,,0,10,5,St Mirren,2,2012-01-13,2,,4,,,10,,,1,8,5,Hearts,1,,,
358,1,,8,,,12,,,0,9,8,Hibernian,5,2012-01-13,1,,5,,,12,,,0,10,6,Dunfermline,2,,,
359,1,,3,,,13,,,0,18,11,Rangers,3,2012-01-13,0,,1,,,12,,,0,6,1,St Johnstone,1,,,
360,0,,2,,,5,,,0,6,3,Kilmarnock,1,2012-01-13,0,,9,,,7,,,0,7,1,Aberdeen,1,,,
361,0,,8,,,14,,,0,5,3,Dundee United,2,2012-01-13,2,,7,,,3,,,0,11,8,Celtic,0,,,
362,0,,8,,,9,,,0,9,6,Motherwell,1,2012-01-20,1,,2,,,9,,,0,11,4,Dundee United,1,,,
363,1,,4,,,19,,,0,9,3,St Johnstone,4,2012-01-20,0,,6,,,11,,,0,10,3,Hibernian,2,,,
364,0,,2,,,13,,,0,8,3,Hearts,3,2012-01-20,0,,2,,,8,,,0,9,5,Inverness C,1,,,
365,1,,2,,,18,,,0,8,6,Dunfermline,0,2012-01-20,0,,8,,,10,,,0,10,2,Kilmarnock,0,,,
366,0,,4,,,18,,,0,7,5,Aberdeen,3,2012-01-20,0,,12,,,6,,,0,18,8,Rangers,1,,,
367,0,,11,,,13,,,0,6,4,Celtic,2,2012-01-20,0,,6,,,11,,,0,15,6,St Mirren,1,,,
368,0,,6,,,13,,,0,9,5,Dunfermline,1,2012-01-23,1,,3,,,14,,,1,6,4,Motherwell,3,,,
369,0,,1,,,10,,,1,9,5,Hibernian,2,2012-01-27,1,,2,,,9,,,0,19,8,Rangers,1,,,
370,1,,6,,,16,,,0,17,12,St Johnstone,4,2012-01-27,1,,3,,,9,,,0,11,6,Motherwell,1,,,
371,0,,6,,,11,,,0,3,3,Dunfermline,1,2012-01-27,1,,5,,,8,,,0,16,7,Aberdeen,0,,,
372,0,,4,,,14,,,0,9,6,St Mirren,2,2012-01-27,0,,5,,,9,,,0,11,2,Inverness C,3,,,
373,1,,4,,,8,,,0,10,6,Kilmarnock,0,2012-02-06,1,,4,,,15,,,0,6,3,Dunfermline,2,,,
374,3,,10,,,12,,,0,12,4,Celtic,2,2012-02-07,0,,6,,,9,,,0,7,3,Hearts,4,,,
375,0,,4,,,14,,,1,3,0,Inverness C,4,2012-02-10,1,,4,,,13,,,1,6,4,Celtic,0,,,
376,2,,9,,,7,,,0,13,7,Rangers,1,2012-02-10,1,,3,,,12,,,0,6,4,Dunfermline,2,,,
377,0,,8,,,15,,,0,5,2,Aberdeen,0,2012-02-10,0,,8,,,9,,,0,8,3,Hibernian,1,,,
378,0,,5,,,16,,,1,8,3,Hearts,2,2012-02-10,0,,3,,,11,,,1,5,2,Kilmarnock,2,,,
379,1,,6,,,13,,,0,11,5,Dundee United,2,2012-02-10,0,,8,,,11,,,0,8,2,St Johnstone,2,,,
380,0,,7,,,15,,,0,5,2,Motherwell,4,2012-02-10,0,,7,,,12,,,0,9,2,St Mirren,2,,,
381,1,,1,,,11,,,0,7,1,Kilmarnock,2,2012-02-17,0,,10,,,12,,,1,12,7,Rangers,1,,,
382,0,,2,,,12,,,0,12,6,Hearts,1,2012-02-17,2,,3,,,17,,,1,13,8,Motherwell,3,,,
383,0,,6,,,12,,,0,9,3,Inverness C,0,2012-02-17,1,,5,,,7,,,0,8,2,Dunfermline,0,,,
384,0,,3,,,11,,,0,3,1,St Mirren,4,2012-02-17,0,,8,,,10,,,0,6,2,Dundee United,1,,,
385,0,,2,,,11,,,0,7,3,St Johnstone,3,2012-02-18,0,,3,,,10,,,0,12,2,Aberdeen,1,,,
386,2,,5,,,12,,,0,12,9,Celtic,1,2012-02-18,0,,4,,,10,,,0,9,1,Hibernian,2,,,
387,0,,4,,,8,,,1,4,3,Kilmarnock,3,2012-02-20,0,,4,,,4,,,0,24,12,Dundee United,1,,,
388,0,,3,,,7,,,0,3,3,Dunfermline,1,2012-02-21,1,,16,,,5,,,0,27,16,Celtic,0,,,
389,1,,7,,,17,,,0,10,6,Hibernian,4,2012-02-21,0,,10,,,10,,,0,15,10,Motherwell,2,,,
390,0,,2,,,20,,,0,2,1,Motherwell,4,2012-02-24,0,,9,,,10,,,0,12,7,Celtic,1,,,
391,1,,4,,,9,,,0,6,3,Dundee United,2,2012-02-24,0,,7,,,11,,,0,7,5,Hearts,2,,,
392,1,,1,,,17,,,0,7,5,Hibernian,2,2012-02-24,0,,8,,,6,,,0,5,2,Kilmarnock,1,,,
393,0,,3,,,11,,,0,4,1,Dunfermline,0,2012-02-24,2,,3,,,4,,,0,18,9,St Johnstone,0,,,
394,0,,3,,,18,,,0,13,5,Aberdeen,2,2012-02-24,0,,7,,,14,,,0,6,4,St Mirren,5,,,
395,3,,8,,,14,,,0,15,11,Rangers,0,2012-02-25,1,,8,,,14,,,0,7,3,Inverness C,2,,,
396,0,,3,,,19,,,1,9,3,St Johnstone,2,2012-03-02,0,,5,,,13,,,1,8,2,Kilmarnock,4,,,
397,0,,3,,,11,,,0,4,2,Hearts,1,2012-03-02,1,,3,,,9,,,0,8,5,Rangers,4,,,
398,0,,4,,,13,,,0,6,3,St Mirren,3,2012-03-02,0,,7,,,9,,,0,12,7,Hibernian,2,,,
399,1,,6,,,8,,,0,7,5,Celtic,2,2012-03-02,1,,3,,,16,,,0,8,3,Aberdeen,1,,,
400,0,,9,,,8,,,0,7,4,Motherwell,2,2012-03-02,0,,10,,,8,,,0,7,5,Dunfermline,1,,,
401,0,,4,,,17,,,0,11,5,Inverness C,4,2012-03-04,1,,5,,,11,,,0,9,5,Dundee United,1,,,
402,1,,9,,,10,,,0,3,1,Kilmarnock,0,2012-03-09,0,,6,,,10,,,0,17,8,Inverness C,0,,,
403,0,,6,,,16,,,0,12,8,Rangers,4,2012-03-16,1,,3,,,8,,,0,8,4,Dundee United,2,,,
404,0,,4,,,17,,,0,11,4,Aberdeen,4,2012-03-16,1,,4,,,7,,,0,8,6,Motherwell,2,,,
405,1,,3,,,8,,,0,10,7,St Johnstone,2,2012-03-16,0,,9,,,10,,,0,7,4,St Mirren,3,,,
406,0,,5,,,20,,,0,6,3,Hibernian,3,2012-03-17,1,,7,,,20,,,0,10,7,Hearts,2,,,
407,1,,3,,,10,,,0,6,2,Hearts,2,2012-03-23,1,,8,,,7,,,0,6,5,St Johnstone,2,,,
408,0,,3,,,11,,,0,5,2,Motherwell,3,2012-03-23,0,,7,,,10,,,0,15,9,Kilmarnock,2,,,
409,0,,9,,,13,,,0,11,6,Dundee United,0,2012-03-23,0,,4,,,10,,,0,4,2,Hibernian,1,,,
410,1,,0,,,11,,,1,9,3,Inverness C,2,2012-03-23,0,,4,,,11,,,0,9,3,Aberdeen,3,,,
411,1,,7,,,12,,,0,11,3,St Mirren,1,2012-03-23,0,,8,,,26,,,0,8,5,Dunfermline,5,,,
412,0,,4,,,14,,,2,7,3,Celtic,0,2012-03-24,1,,6,,,19,,,1,17,11,Rangers,1,,,
413,1,,5,,,15,,,0,6,1,St Johnstone,1,2012-03-27,0,,0,,,12,,,0,6,2,Inverness C,1,,,
414,0,,5,,,8,,,0,1,0,Dunfermline,3,2012-03-30,0,,6,,,9,,,0,9,6,Dundee United,1,,,
415,0,,5,,,14,,,0,6,0,Aberdeen,2,2012-03-30,1,,3,,,8,,,0,6,4,Hearts,1,,,
416,1,,3,,,16,,,0,15,8,Rangers,3,2012-03-30,1,,6,,,17,,,0,10,7,Motherwell,2,,,
417,1,,5,,,9,,,0,9,3,Kilmarnock,0,2012-03-30,1,,2,,,10,,,0,9,8,St Mirren,0,,,
418,0,,7,,,11,,,0,4,0,St Johnstone,3,2012-03-31,0,,4,,,4,,,0,14,8,Celtic,0,,,
419,0,,5,,,11,,,0,5,5,Hibernian,2,2012-03-31,0,,11,,,10,,,0,7,3,Inverness C,1,,,
420,0,,5,,,9,,,0,7,6,Hearts,2,2012-04-06,0,,8,,,10,,,0,7,4,Dunfermline,1,,,
421,0,,10,,,13,,,1,7,5,St Mirren,4,2012-04-06,2,,5,,,14,,,0,7,4,Rangers,3,,,
422,4,,8,,,9,,,0,12,9,Celtic,1,2012-04-06,0,,2,,,9,,,0,4,2,Kilmarnock,3,,,
423,1,,4,,,8,,,0,4,1,Dundee United,0,2012-04-06,1,,9,,,19,,,0,10,8,Aberdeen,3,,,
424,0,,5,,,15,,,0,6,3,Inverness C,5,2012-04-06,0,,5,,,14,,,0,9,5,St Johnstone,2,,,
425,0,,7,,,14,,,1,10,4,Motherwell,3,2012-04-07,1,,2,,,13,,,0,13,5,Hibernian,2,,,
426,2,,4,,,15,,,0,6,5,Rangers,3,2012-04-20,0,,6,,,8,,,0,8,4,Hearts,1,,,
427,0,,1,,,15,,,0,5,1,Aberdeen,3,2012-04-20,0,,3,,,12,,,0,11,4,Inverness C,1,,,
428,1,,9,,,13,,,0,13,6,Dundee United,1,2012-04-20,0,,1,,,16,,,1,6,6,St Johnstone,2,,,
429,1,,4,,,11,,,0,15,9,Dunfermline,2,2012-04-20,2,,3,,,12,,,0,15,6,St Mirren,1,,,
430,1,,6,,,11,,,0,1,0,Kilmarnock,1,2012-04-21,0,,13,,,11,,,0,10,3,Hibernian,3,,,
431,0,,4,,,5,,,0,18,10,Celtic,0,2012-04-21,0,,4,,,11,,,0,12,7,Motherwell,0,,,
432,0,,2,,,16,,,0,10,6,St Johnstone,3,2012-04-27,2,,7,,,13,,,0,13,10,Motherwell,0,,,
433,1,,9,,,15,,,0,12,5,Hearts,4,2012-04-27,1,,3,,,9,,,0,9,5,Dundee United,1,,,
434,0,,10,,,10,,,0,5,3,Aberdeen,1,2012-04-27,0,,2,,,10,,,0,5,4,Dunfermline,0,,,
435,2,,5,,,9,,,1,7,4,Inverness C,2,2012-04-27,1,,4,,,5,,,0,11,5,Kilmarnock,1,,,
436,0,,6,,,14,,,1,14,7,Hibernian,3,2012-04-28,0,,8,,,18,,,1,8,4,St Mirren,3,,,
437,0,,3,,,9,,,0,8,4,Rangers,2,2012-04-28,2,,8,,,13,,,0,13,8,Celtic,1,,,
438,1,,3,,,15,,,0,7,5,Motherwell,0,2012-04-30,0,,1,,,11,,,0,12,3,Hearts,0,,,
439,2,,4,,,6,,,0,10,5,Hibernian,0,2012-05-01,0,,4,,,11,,,0,10,3,Aberdeen,1,,,
440,0,,4,,,16,,,0,5,3,Dunfermline,2,2012-05-01,0,,4,,,16,,,0,10,5,Inverness C,1,,,
441,2,,7,,,11,,,0,8,5,St Mirren,2,2012-05-01,0,,12,,,8,,,0,13,4,Kilmarnock,3,,,
442,0,,9,,,11,,,0,5,3,Dundee United,0,2012-05-01,3,,4,,,14,,,0,16,10,Rangers,1,,,
443,0,,4,,,12,,,0,6,1,St Johnstone,1,2012-05-02,1,,5,,,8,,,0,11,6,Celtic,0,,,
444,1,,7,,,16,,,0,15,8,Aberdeen,0,2012-05-04,0,,1,,,7,,,0,9,6,Kilmarnock,0,,,
445,0,,6,,,8,,,0,6,3,Inverness C,0,2012-05-04,0,,9,,,13,,,0,7,3,St Mirren,1,,,
446,0,,4,,,6,,,0,5,2,Motherwell,1,2012-05-04,0,,5,,,8,,,0,16,9,Rangers,1,,,
447,0,,5,,,13,,,0,6,1,St Johnstone,3,2012-05-05,1,,7,,,9,,,0,13,5,Hearts,1,,,
448,0,,8,,,6,,,0,6,5,Celtic,1,2012-05-05,1,,4,,,10,,,0,1,1,Dundee United,1,,,
449,0,,5,,,11,,,0,12,8,Dunfermline,3,2012-05-06,3,,2,,,6,,,0,9,5,Hibernian,0,,,
450,0,,10,,,9,,,0,19,9,Kilmarnock,1,2012-05-11,1,,2,,,11,,,0,5,4,Dunfermline,1,,,
451,0,,7,,,20,,,0,3,3,Hibernian,2,2012-05-11,0,,5,,,10,,,0,8,3,Inverness C,0,,,
452,0,,5,,,6,,,0,3,2,St Mirren,3,2012-05-11,0,,6,,,10,,,0,5,4,Aberdeen,2,,,
453,1,,4,,,11,,,0,16,7,Dundee United,2,2012-05-12,0,,6,,,8,,,0,10,2,Motherwell,3,,,
454,1,,10,,,10,,,0,17,11,Rangers,1,2012-05-12,0,,3,,,12,,,0,6,2,St Johnstone,1,,,
455,0,,2,,,15,,,0,3,2,Hearts,1,2012-05-12,3,,4,,,15,,,0,12,8,Celtic,1,,,
456,0,,10,,,15,,,0,11,7,Inverness C,4,2012-08-04,1,,4,,,18,,,1,13,5,St Mirren,3,3.0,2.38,3.25
457,0,,6,,,10,,,1,5,3,St Johnstone,1,2012-08-04,1,,6,,,12,,,0,18,7,Hearts,2,4.0,1.95,3.3
458,0,,8,,,13,,,0,6,2,Motherwell,0,2012-08-04,0,,6,,,9,,,0,6,1,Ross County,1,2.63,2.7,3.2
459,0,,1,,,16,,,0,4,1,Dundee FC,2,2012-08-04,0,,6,,,9,,,0,16,8,Kilmarnock,0,3.75,2.0,3.4
460,0,"['Niall McGinn', 'Scott Vernon']",4,"['Gary Naysmith', 'Ryan Jack', 'Russell Anderson', 'Andrew Considine']",,9,['Jamie Langfield'],"['Jonathan Hayes', 'Isaac Osbourne', 'Stephen Hughes', 'Gavin Rae']",0,5,2,Aberdeen,1,2012-08-04,0,"['Anthony Stokes', 'Gary Hooper']",6,"['Emilio Izaguirre', 'Adam Matthews', 'Victor Wanyama', 'Thomas Rogne']",,5,['Fraser Forster'],"['Georgios Samaras', 'Kris Commons', 'Biram Kayal', 'Joseph Ledley']",0,9,5,Celtic,0,12.0,1.25,5.5
461,0,,3,,,16,,,0,6,2,Hibernian,1,2012-08-05,1,,10,,,11,,,0,17,11,Dundee United,0,5.0,1.67,3.75
462,1,,5,,,6,,,0,4,4,St Mirren,2,2012-08-11,0,,8,,,6,,,0,7,1,Dundee FC,0,2.8,2.5,3.25
463,0,"['Martin Scott', 'Sam Morrow']",4,"['Grant Munro', 'Scott Boyd', 'Ross Tokely', 'Marc Fitzpatrick']",,12,['Michael Fraser'],"['Colin McMenamin', 'Richard Brittain', 'Iain Vigurs', 'Paul Lawson']",0,4,1,Ross County,2,2012-08-11,0,"['Niall McGinn', 'Scott Vernon']",5,"['Ryan Jack', 'Russell Anderson', 'Andrew Considine', 'Gary Naysmith']",,10,['Jamie Langfield'],"['Jonathan Hayes', 'Isaac Osbourne', 'Gavin Rae', 'Stephen Hughes']",0,11,5,Aberdeen,2,4.0,1.91,3.4
464,1,"['Matthew Kennedy', 'Lee Johnson', 'Manuel Pascali']",6,"['Jeroen Tesselaar', 'James Fowler', 'Ryan OÂ´Leary', 'Michael Nelson']",,8,['Cameron Bell'],"['Liam Kelly', 'James Dayton', 'Gary Harkins']",0,12,5,Kilmarnock,1,2012-08-11,1,['Billy McKay'],4,"['David Raven', 'Graeme Shinnie', 'Gary Warren', 'Simon King']",,11,['Ryan Esson'],"['Owain Tudor Jones', 'Ross Draper', 'Andrew Shinnie', 'Aaron Doran', 'Shane Sutherland']",1,11,7,Inverness C,1,3.2,2.25,3.25
465,0,"['Nigel Hasselbaink', 'Rowan Vine']",7,"['Callum Davidson', 'Steven Anderson', 'Frazer Wright', 'David Mackay']",,8,['Alan Mannus'],"['Liam Craig', 'Chris Millar', 'Patrick Cregg', 'Murray Davidson']",1,15,6,St Johnstone,2,2012-08-11,0,"['Michael Higdon', 'Henrik Ojamaa']",5,"['Steven Hammell', 'Tom Hateley', 'Shaun Hutchinson', 'Simon Ramsden']",,8,['Darren Randolph'],"['Jamie Murphy', 'Omar Daley', 'Keith Lasley', 'Nicholas Law']",1,10,6,Motherwell,1,3.5,2.1,3.3
466,1,"['Davie Templeton', 'John Sutton', 'Andrew Driver']",9,"['Marius Zaliukas', 'Kevin McHattie', 'Callum Paterson', 'Andy Webster']",,21,['Jamie MacDonald'],"['Scott Robinson', 'Ryan McGowan', 'Darren Barr']",0,10,3,Hearts,3,2012-08-12,1,"['Leigh Griffiths', 'Paul Cairney']",3,"['Tim Clancy', 'James McPake', 'Paul Hanlon', 'Alan Maybury']",,15,['Ben Williams'],"['Gary Deegan', 'Lewis Stevenson', 'David Wotherspoon', 'Eoin Doyle']",0,10,6,Hibernian,3,2.2,3.25,3.3
467,0,"['Victor Wanyama', 'Biram Kayal']",9,"['Adam Matthews', 'Emilio Izaguirre', 'Kelvin Wilson', 'Georgios Samaras']",,14,['Fraser Forster'],"['Kris Commons', 'Joseph Ledley', 'Charles Mulgrew', 'Mikael Lustig']",0,19,10,Celtic,0,2012-08-18,0,['Colin McMenamin'],1,"['Grant Munro', 'Scott Boyd', 'Ross Tokely', 'Marc Fitzpatrick']",,12,['Michael Fraser'],"['Richard Brittain', 'Iain Vigurs', 'Rocco Quinn', 'Mark Corcoran', 'Stuart Kettlewell']",0,7,4,Ross County,1,1.44,7.5,4.2
468,0,"['Billy McKay', 'Andrew Shinnie']",3,"['David Raven', 'Gary Warren', 'Simon King', 'Graeme Shinnie']",,16,['Ryan Esson'],"['Ross Draper', 'Richie Foran', 'Shane Sutherland', 'Aaron Doran']",1,8,1,Inverness C,4,2012-08-18,2,"['Arvydas Novikovas', 'Andrew Driver', 'John Sutton']",6,"['Callum Paterson', 'Andy Webster', 'Marius Zaliukas', 'Danny Grainger']",,14,['Jamie MacDonald'],"['Ryan McGowan', 'Darren Barr', 'Mehdi Taouil']",0,7,3,Hearts,3,4.2,1.91,3.3
469,2,['Michael Higdon'],5,"['Tom Hateley', 'Shaun Hutchinson', 'Simon Ramsden', 'Zaine Francis-Angol']",,14,['Darren Randolph'],"['Chris Humphrey', 'Nicholas Law', 'Keith Lasley', 'Jamie Murphy', 'Henrik Ojamaa']",0,12,3,Motherwell,2,2012-08-18,1,"['Matthew Kennedy', 'Rory Boulding']",3,"['Ryan OÂ´Leary', 'Manuel Pascali', 'Michael Nelson', 'Jeroen Tesselaar']",,7,['Cameron Bell'],"['Lee Johnson', 'Liam Kelly', 'James Fowler', 'Gary Harkins']",0,8,6,Kilmarnock,2,2.6,2.7,3.25
470,1,['Scott Vernon'],4,"['Ryan Jack', 'Russell Anderson', 'Andrew Considine', 'Gary Naysmith']",,11,['Jamie Langfield'],"['Isaac Osbourne', 'Gavin Rae', 'Stephen Hughes', 'Ryan Fraser', 'Jonathan Hayes']",0,8,4,Aberdeen,3,2012-08-18,0,"['Sean Higgins', 'Nigel Hasselbaink']",1,"['David Mackay', 'Steven Anderson', 'Frazer Wright', 'Thomas Scobbie']",,16,['Alan Mannus'],"['Chris Millar', 'Patrick Cregg', 'Murray Davidson', 'Liam Craig']",0,9,5,St Johnstone,2,3.4,2.2,3.2
471,1,"['Eoin Doyle', 'Leigh Griffiths']",2,"['Paul Hanlon', 'James McPake', 'Alan Maybury', 'Tim Clancy']",,11,['Ben Williams'],"['Jorge Aaron Claros Juarez', 'David Wotherspoon', 'Paul Cairney', 'Gary Deegan']",0,9,2,Hibernian,2,2012-08-18,0,"['Jim Goodwin', 'Sam Parkin', 'Dougie Imrie']",9,"['Marc McAusland', 'Graham Carey', 'Darren McGregor', 'Lee Mair']",,9,['Craig Samson'],"['Paul McGowan', 'Kenny McLean', 'Steven Thompson']",0,13,6,St Mirren,3,3.4,2.2,3.2
472,0,"['John Baird', 'Nicholas Riley']",3,"['Davide Grassi', 'Kyle Benedictus', 'Matthew Lockwood', 'Gary Irvine']",,7,['Robert Douglas'],"['Stephen OÂ´Donnell', 'Iain Davidson', 'Ryan Conroy', 'Jim McAllister']",1,6,4,Dundee FC,2,2012-08-19,3,"['Jon Daly', 'Johnny Russell']",6,"['Keith Watson', 'Sean Dillon', 'Gavin Gunning', 'Barry Douglas']",,8,['Radoslaw Cierzniak'],"['Willo Flood', 'Richie Ryan', 'John Rankin', 'Michael Gardyne']",1,11,8,Dundee United,2,7.5,1.44,4.2
473,0,"['Johnny Russell', 'Jon Daly']",2,"['Sean Dillon', 'Keith Watson', 'Gavin Gunning', 'Barry Douglas']",,12,['Radoslaw Cierzniak'],"['Richie Ryan', 'Willo Flood', 'John Rankin', 'Gary Mackay-Steven']",0,7,2,Dundee United,1,2012-08-25,0,"['Gary Harkins', 'Rory McKenzie']",10,"['Ryan OÂ´Leary', 'Michael Nelson', 'Manuel Pascali', 'Jeroen Tesselaar']",,14,['Kyle Letheren'],"['Perez Pinas Diaz Borja', 'Liam Kelly', 'James Fowler', 'Danny Racchi']",0,8,6,Kilmarnock,2,1.95,3.8,3.5
474,0,,4,,,5,,,0,6,3,Ross County,1,2012-08-25,0,,3,,,15,,,0,10,3,Dundee FC,2,2.4,2.88,3.3
475,2,,9,,,6,,,0,15,6,Celtic,0,2012-08-25,0,,3,,,12,,,0,11,9,Inverness C,3,1.5,7.0,4.0
476,0,"['Rowan Vine', 'Gregory Tade']",8,"['David Mackay', 'Steven Anderson', 'Frazer Wright', 'Callum Davidson']",,14,['Alan Mannus'],"['Nigel Hasselbaink', 'Patrick Cregg', 'Murray Davidson', 'Liam Craig']",0,10,4,St Johnstone,2,2012-08-25,1,"['Leigh Griffiths', 'Eoin Doyle']",6,"['James McPake', 'Paul Hanlon', 'Alan Maybury', 'Tim Clancy']",,14,['Ben Williams'],"['Jorge Aaron Claros Juarez', 'Gary Deegan', 'Paul Cairney', 'David Wotherspoon']",0,12,7,Hibernian,1,3.0,2.38,3.25
477,0,"['Sam Parkin', 'Steven Thompson']",11,"['David Van Zanten', 'Marc McAusland', 'Lee Mair', 'Graham Carey']",,10,['Craig Samson'],"['Kenny McLean', 'Jim Goodwin', 'Paul McGowan', 'Dougie Imrie']",0,17,8,St Mirren,3,2012-08-26,1,['Michael Higdon'],2,"['Fraser Kerr', 'Adam Cummins', 'Shaun Hutchinson', 'Steven Hammell']",,19,['Darren Randolph'],"['Steven Hetherington', 'Keith Lasley', 'Nicholas Law', 'Jamie Murphy', 'Henrik Ojamaa']",1,5,2,Motherwell,2,4.2,1.83,3.5
